Synonym,Name,OrphaCode
DYT21,"Primary dystonia, DYT21 type",306734
Functional methionine synthase deficiency type cblDv1,Methylcobalamin deficiency type cblDv1,308380
"Combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase type A",Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,308386
MOCOD type A,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,308386
"Combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase type B",Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,308393
MOCOD type B,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,308393
"Combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase type C",Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,308400
MOCOD type C,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,308400
MCEE deficiency,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,308425
Methylmalonic acidemia due to methylmalonyl-CoA racemase deficiency,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,308425
Methylmalonic aciduria due to methylmalonyl-CoA epimerase deficiency,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,308425
Methylmalonic aciduria due to methylmalonyl-CoA racemase deficiency,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,308425
Disease with diffuse palmoplantar hyperkeratosis as a major feature,Disease with diffuse palmoplantar keratoderma as a major feature,307711
Isolated diffuse PPK,Isolated diffuse palmoplantar keratoderma,307148
Isolated diffuse keratosis palmoplantaris,Isolated diffuse palmoplantar keratoderma,307148
Isolated diffuse palmoplantar hyperkeratosis,Isolated diffuse palmoplantar keratoderma,307148
CHAC syndrome,Curly hair-acral keratoderma-caries syndrome,307766
CHACS,Curly hair-acral keratoderma-caries syndrome,307766
Autosomal recessive disease with diffuse palmoplantar hyperkeratosis as a major feature,Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature,307804
Autosomal dominant diffuse mutilating palmoplantar hyperkeratosis,Autosomal dominant diffuse mutilating palmoplantar keratoderma,307773
Isolated focal PPK,Isolated focal palmoplantar keratoderma,307846
Isolated focal keratosis palmoplantaris,Isolated focal palmoplantar keratoderma,307846
Isolated focal palmoplantar hyperkeratosis,Isolated focal palmoplantar keratoderma,307846
Focal PPK,Focal palmoplantar keratoderma,307837
Focal keratosis palmoplantaris,Focal palmoplantar keratoderma,307837
Focal palmoplantar hyperkeratosis,Focal palmoplantar keratoderma,307837
HOPP syndrome,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,307936
Hypotrichosis-osteolysis-periodontitis-palmoplantar hyperkeratosis syndrome,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,307936
Hypotrichosis-striate palmoplantar hyperkeratosis-acroosteolysis-periodontitis syndrome,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,307936
Hypotrichosis-striate palmoplantar keratoderma-acroosteolysis-periodontitis syndrome,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,307936
Disease with focal palmoplantar hyperkeratosis as a major feature,Disease with focal palmoplantar keratoderma as a major feature,307871
Marginal papular palmoplantar hyperkeratosis,Marginal papular palmoplantar keratoderma,307995
Punctate PPK,Punctate palmoplantar keratoderma,307967
Punctate keratosis palmoplantaris,Punctate palmoplantar keratoderma,307967
Punctate palmoplantar hyperkeratosis,Punctate palmoplantar keratoderma,307967
Disease with punctate palmoplantar hyperkeratosis as a major feature,Disease with punctate palmoplantar keratoderma as a major feature,308023
PPKP3 without elastoidosis,Focal acral hyperkeratosis,308013
PPPK3 without elastoidosis,Focal acral hyperkeratosis,308013
Punctate palmoplantar hyperkeratosis type 3 without elastoidosis,Focal acral hyperkeratosis,308013
Punctate palmoplantar keratoderma type 3 without elastoidosis,Focal acral hyperkeratosis,308013
Autosomal recessive disease associated with punctate palmoplantar hyperkeratosis as a major feature,Autosomal recessive disease associated with punctate palmoplantar keratoderma as a major feature,308041
Autosomal dominant disease associated with punctate palmoplantar hyperkeratosis as a major feature,Autosomal dominant disease associated with punctate palmoplantar keratoderma as a major feature,308031
"GBE deficiency, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"GSD due to glycogen branching enzyme deficiency, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"GSD type 4, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"GSDIV, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"Glycogen storage disease type 4, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"Glycogen storage disease type IV, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"Glycogenosis due to glycogen branching enzyme deficiency, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"Glycogenosis type 4, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"Glycogenosis type IV, childhood neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",308698
"GBE deficiency, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"GSD due to glycogen branching enzyme deficiency, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"GSD type 4, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"GSDIV, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"Glycogen storage disease type 4, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"Glycogen storage disease type IV, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"Glycogenosis due to glycogen branching enzyme deficiency, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"Glycogenosis type 4, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"Glycogenosis type IV, adult neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",308712
"GBE deficiency, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"GSD due to glycogen branching enzyme deficiency, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"GSD type 4, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"GSDIV, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"Glycogen storage disease type 4, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"Glycogen storage disease type IV, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"Glycogenosis due to glycogen branching enzyme deficiency, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"Glycogenosis type 4, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"Glycogenosis type IV, congenital neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",308670
"GBE deficiency, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
"GSD due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
"GSD type 4, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
"GSDIV, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
"Glycogen storage disease type 4, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
"Glycogen storage disease type IV, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
"Glycogenosis due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
"Glycogenosis type 4, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
"Glycogenosis type IV, childhood combined hepatic and myopathic form","Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",308684
Pancreatic triglyceride lipase deficiency,Pancreatic triacylglycerol lipase deficiency,309031
MKD,Mevalonate kinase deficiency,309025
LPL deficiency,Familial lipoprotein lipase deficiency,309015
Familial APOC2 deficiency,Familial apolipoprotein C-II deficiency,309020
Familial apoC-II deficiency,Familial apolipoprotein C-II deficiency,309020
Generalized GALE deficiency,Generalized galactose epimerase deficiency,308487
Generalized GALE-D,Generalized galactose epimerase deficiency,308487
Generalized UDP-galactose-4-epimerase deficiency,Generalized galactose epimerase deficiency,308487
Generalized epimerase deficiency galactosemia,Generalized galactose epimerase deficiency,308487
Generalized uridine diphosphate galactose-4-epimerase deficiency,Generalized galactose epimerase deficiency,308487
Notochordal sarcoma,Chordoma,178
Erythrocyte GALE deficiency,Erythrocyte galactose epimerase deficiency,308473
Erythrocyte GALE-D,Erythrocyte galactose epimerase deficiency,308473
Erythrocyte UDP-galactose-4-epimerase deficiency,Erythrocyte galactose epimerase deficiency,308473
Erythrocyte epimerase deficiency galactosemia,Erythrocyte galactose epimerase deficiency,308473
Erythrocyte uridine diphosphate galactose-4-epimerase deficiency,Erythrocyte galactose epimerase deficiency,308473
MOPD type II,Microcephalic osteodysplastic primordial dwarfism type II,2637
Majewski osteodysplastic primordial dwarfism type II,Microcephalic osteodysplastic primordial dwarfism type II,2637
MMF,Macrophagic myofasciitis,592
"Vitamin B12-responsive methylmalonic aciduria, type cblDv2","Vitamin B12-responsive methylmalonic acidemia, type cblDv2",308442
"GBE deficiency, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"GSD due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"GSD type 4, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"GSDIV, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"Glycogen storage disease type 4, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"Glycogen storage disease type IV, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"Glycogenosis due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"Glycogenosis type 4, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"Glycogenosis type IV, fatal perinatal neuromuscular form","Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",308655
"GBE deficiency, non progressive hepatic form","Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",308638
"GSD due to glycogen branching enzyme deficiency, non progressive hepatic form","Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",308638
"GSD type 4, non progressive hepatic form","Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",308638
"GSDIV, non progressive hepatic form","Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",308638
